ISO,Country,Region,Variable,LGA,LGH,LGT,MXA,MXH,MXT,URB,OTHER,WTD-AV,Scenario
NAM,Namibia,SSA,meat_loss,"13,111",  ,  ,"8,157",  ,  ,733,182,"22,183",2045_SSP126
NER,Niger,SSA,meat_loss,"59,484",  ,  ,"50,002",  ,  ,279,124,"109,890",2045_SSP126
NGA,Nigeria,SSA,meat_loss,"6,287","3,282",  ,"270,916","43,181","2,142",844,"2,871","329,523",2045_SSP126
NIC,Nicaragua,CAM,meat_loss,15,119,  ,"1,652","22,293",521,762,"18,274","43,634",2045_SSP126
NLD,Netherlands,EUR,meat_loss,  ,  ,481,  ,  ,"9,962","3,344",469,"14,256",2045_SSP126
NOR,Norway,EUR,meat_loss,2,  ,961,  ,  ,366,355,"1,708","3,392",2045_SSP126
NPL,Nepal,SA,meat_loss,50,  ,201,"22,001","25,666","6,887","5,748","35,165","95,718",2045_SSP126
NZL,New Zealand,EAP,meat_loss,189,"2,010",333,207,"2,722",13,"6,484","2,749","14,708",2045_SSP126
OMN,Oman,WANA,meat_loss,"3,437",  ,  ,64,  ,  ,114,  ,"3,614",2045_SSP126
PAK,Pakistan,SA,meat_loss,"43,052",  ,  ,"243,384",22,"13,499","25,409","17,930","343,296",2045_SSP126
PAN,Panama,CAM,meat_loss,  ,136,  ,  ,"6,307",323,890,"7,419","15,076",2045_SSP126
PER,Peru,SAM,meat_loss,"1,916",314,"3,015","1,508","2,228","3,591",219,"10,942","23,733",2045_SSP126
PHL,Philippines,SEA,meat_loss,  ,  ,  ,32,"43,390",75,"1,676","15,941","61,115",2045_SSP126
PNG,Papua New Guinea,EAP,meat_loss,  ,5,14,  ,199,49,4,845,"1,116",2045_SSP126
POL,Poland,EUR,meat_loss,  ,  ,381,  ,  ,"18,612","1,424","5,030","25,446",2045_SSP126
PRT,Portugal,EUR,meat_loss,"1,166",502,  ,"8,114","5,715",202,"2,103","7,678","25,481",2045_SSP126
PRY,Paraguay,SAM,meat_loss,"2,389","26,151",  ,"2,744","39,113",  ,977,"53,194","124,568",2045_SSP126
PSE,Palestine,WANA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
QAT,Qatar,WANA,meat_loss,27,  ,  ,3,  ,  ,  ,  ,30,2045_SSP126
ROU,Romania,EUR,meat_loss,  ,  ,3,  ,  ,"13,331",918,"4,773","19,024",2045_SSP126
RUS,Russia,EUR,meat_loss,56,  ,"21,143",44,  ,"91,427","4,878","31,117","148,665",2045_SSP126
RWA,Rwanda,SSA,meat_loss,  ,  ,  ,  ,"1,944",870,21,120,"2,956",2045_SSP126
SAU,Saudi Arabia,WANA,meat_loss,"2,847",  ,  ,354,  ,  ,116,  ,"3,317",2045_SSP126
SDN,Sudan,WANA,meat_loss,"78,838","11,255",37,"117,535","1,334",164,970,"1,604","211,736",2045_SSP126
SEN,Senegal,SSA,meat_loss,"8,879",  ,  ,"37,682",  ,  ,888,280,"47,729",2045_SSP126
SLE,Sierra Leone,SSA,meat_loss,  ,137,  ,  ,"3,716",  ,59,418,"4,330",2045_SSP126
SLV,El Salvador,CAM,meat_loss,  ,9,  ,  ,"8,526",473,"3,231","5,177","17,415",2045_SSP126
SOM,Somalia,SSA,meat_loss,"9,783",  ,9,"2,400",  ,  ,3,287,"12,481",2045_SSP126
SRB,Serbia,EUR,meat_loss,  ,  ,55,157,  ,"7,746",677,"1,209","9,844",2045_SSP126
SUR,Suriname,SAM,meat_loss,  ,3,  ,  ,2,  ,  ,387,391,2045_SSP126
SVK,Slovakia,EUR,meat_loss,  ,  ,5,  ,  ,653,179,701,"1,537",2045_SSP126
SVN,Slovenia,EUR,meat_loss,  ,2,9,  ,20,387,254,"1,279","1,952",2045_SSP126
SWE,Sweden,EUR,meat_loss,  ,  ,17,  ,  ,"2,110","1,139","5,469","8,736",2045_SSP126
SWZ,Swaziland,SSA,meat_loss,  ,  ,  ,795,698,630,308,"2,154","4,585",2045_SSP126
SYR,Syria,WANA,meat_loss,"5,139",8,  ,"4,562",489,93,761,207,"11,258",2045_SSP126
TCD,Chad,SSA,meat_loss,"37,742",10,  ,"32,717",  ,  ,82,49,"70,600",2045_SSP126
TGO,Togo,SSA,meat_loss,  ,46,  ,"1,101","1,042",  ,21,9,"2,219",2045_SSP126
THA,Thailand,SEA,meat_loss,177,"1,943",  ,"3,202","40,080",12,"2,760","12,155","60,327",2045_SSP126
TJK,Tajikistan,WANA,meat_loss,442,  ,343,"4,978",  ,"2,797",802,51,"9,415",2045_SSP126
TKM,Turkmenistan,WANA,meat_loss,"5,116",  ,"5,681","1,141",  ,"5,125",519,27,"17,610",2045_SSP126
TTO,Trinidad & Tobago,CAM,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP126
TUN,Tunisia,WANA,meat_loss,451,  ,  ,"5,586",377,  ,"1,411","1,026","8,851",2045_SSP126
TUR,Turkey,WANA,meat_loss,"3,424",  ,862,"46,907","3,173","11,339","6,646","10,391","82,742",2045_SSP126
TZA,Tanzania,SSA,meat_loss,"16,745","6,654","1,946","79,378","65,933","2,113",827,"10,576","184,172",2045_SSP126
UGA,Uganda,SSA,meat_loss,926,"8,520",277,"2,196","67,076","8,646","1,096","18,650","107,387",2045_SSP126
UKR,Ukraine,EUR,meat_loss,  ,  ,"1,917",  ,  ,"55,148","2,210","5,769","65,045",2045_SSP126
URY,Uruguay,SAM,meat_loss,  ,"41,104",  ,  ,"31,889",  ,"2,027","6,406","81,426",2045_SSP126
USA,USA,NAM,meat_loss,"53,767","25,555","50,328","116,591","52,993","171,590","64,130","127,831","662,785",2045_SSP126
UZB,Uzbekistan,WANA,meat_loss,"3,656",  ,"12,172","11,694",  ,"32,662","6,785",247,"67,216",2045_SSP126
VEN,Venezuela,SAM,meat_loss,"1,696","18,004","1,429","3,083","36,334","3,502","11,610","23,534","99,192",2045_SSP126
VNM,Viet Nam,SEA,meat_loss,  ,"1,357",19,  ,"60,710",533,"1,013","18,768","82,400",2045_SSP126
YEM,Yemen,WANA,meat_loss,"7,237",  ,  ,"5,987",  ,  ,387,  ,"13,610",2045_SSP126
ZAF,South Africa,SSA,meat_loss,"30,317","3,034","11,046","45,816","9,957","18,107","9,504","7,571","135,352",2045_SSP126
ZMB,Zambia,SSA,meat_loss,"17,120",150,177,"6,003",1,13,360,"6,015","29,840",2045_SSP126
ZWE,Zimbabwe,SSA,meat_loss,"11,431",  ,17,"26,502",101,"1,700","1,322","4,248","45,320",2045_SSP126
AFG,Afghanistan,SA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
AGO,Angola,SSA,meat_loss,"17,743","3,485","1,337","4,172",407,890,57,"2,951","31,042",2085_SSP126
ALB,Albania,EUR,meat_loss,290,481,101,373,"4,491",395,539,749,"7,421",2085_SSP126
ARE,UAE,WANA,meat_loss,265,  ,  ,55,  ,  ,150,  ,470,2085_SSP126
ARG,Argentina,SAM,meat_loss,"31,822","38,807",446,"6,748","44,504",9,"6,035","44,401","172,772",2085_SSP126
ARM,Armenia,WANA,meat_loss,271,  ,252,"1,157",  ,"2,243",226,150,"4,301",2085_SSP126
AUS,Australia,EAP,meat_loss,"127,090","26,679",405,"32,993","8,296",685,"4,476","39,855","240,478",2085_SSP126
AUT,Austria,EUR,meat_loss,7,  ,272,7,  ,"1,830",974,"5,112","8,202",2085_SSP126
AZE,Azerbaijan,WANA,meat_loss,573,  ,251,"7,194",33,"19,400","1,998","1,140","30,589",2085_SSP126
BDI,Burundi,SSA,meat_loss,  ,  ,  ,  ,469,"1,060",18,77,"1,625",2085_SSP126
BEL,Belgium,EUR,meat_loss,  ,  ,399,  ,  ,"3,466","2,678","1,145","7,688",2085_SSP126
BEN,Benin,SSA,meat_loss,"6,563","1,443",  ,"7,646",710,  ,46,48,"16,455",2085_SSP126
BFA,Burkina Faso,SSA,meat_loss,"7,876",650,  ,"98,524",453,  ,"1,210",231,"108,944",2085_SSP126
BGD,Bangladesh,SA,meat_loss,  ,202,  ,  ,"201,630",  ,"18,499","1,876","222,208",2085_SSP126
BGR,Bulgaria,EUR,meat_loss,20,  ,21,293,  ,"5,007",269,"1,519","7,129",2085_SSP126
BIH,Bosnia & Herzogovina,EUR,meat_loss,6,33,12,174,170,"1,583",47,643,"2,668",2085_SSP126
BLR,Belarus,EUR,meat_loss,  ,  ,"1,310",  ,  ,"20,449",817,"8,661","31,237",2085_SSP126
BLZ,Belize,CAM,meat_loss,  ,15,  ,  ,122,  ,19,527,683,2085_SSP126
BOL,Bolivia,SAM,meat_loss,"1,242","12,465","1,224",804,"1,966",194,285,"32,274","50,454",2085_SSP126
BRA,Brazil,SAM,meat_loss,"69,861","413,187","3,497","153,377","1,204,195","8,935","103,114","242,680","2,198,846",2085_SSP126
BRN,Brunei Darussalam,SEA,meat_loss,  ,  ,  ,  ,3,  ,1,21,26,2085_SSP126
BTN,Bhutan,SA,meat_loss,5,4,38,21,"1,081","1,010",70,632,"2,862",2085_SSP126
BWA,Botswana,SSA,meat_loss,"16,357",  ,  ,"3,823",  ,  ,344,34,"20,559",2085_SSP126
CAF,Central African Rep,SSA,meat_loss,"6,737","36,466",  ,80,"2,993",  ,258,"42,368","88,900",2085_SSP126
CAN,Canada,NAM,meat_loss,1,  ,"6,920",  ,  ,"36,454","4,945","20,725","69,045",2085_SSP126
CHE,Switzerland,EUR,meat_loss,28,137,"1,078",  ,  ,420,"1,274","3,250","6,188",2085_SSP126
CHL,Chile,SAM,meat_loss,695,471,155,"1,041","2,343",9,212,"2,111","7,034",2085_SSP126
CHN,China,EAP,meat_loss,992,352,"18,375","26,095","208,399","373,405","79,190","175,470","882,278",2085_SSP126
CIV,Cote d'Ivoire,SSA,meat_loss,"1,171","9,509",  ,"2,284","5,606",  ,88,106,"18,763",2085_SSP126
CMR,Cameroon,SSA,meat_loss,"3,739","52,311","1,664","20,120","8,391","5,024","1,453","29,685","122,387",2085_SSP126
COD,Dem Rep of Congo,SSA,meat_loss,255,"2,550",23,11,"3,702",70,43,"9,315","15,969",2085_SSP126
COG,Congo,SSA,meat_loss,  ,"2,306",  ,  ,223,  ,21,"1,929","4,480",2085_SSP126
COL,Colombia,SAM,meat_loss,582,"28,051","3,772",365,"85,273","21,087","7,052","40,343","186,524",2085_SSP126
CRI,Costa Rica,CAM,meat_loss,  ,  ,  ,  ,"3,056",17,579,"7,891","11,542",2085_SSP126
CUB,Cuba,CAM,meat_loss,  ,832,  ,  ,"32,182",  ,"2,734","6,643","42,391",2085_SSP126
CYP,Cyprus,WANA,meat_loss,99,  ,  ,731,  ,  ,288,260,"1,378",2085_SSP126
CZE,Czech Republic,EUR,meat_loss,  ,  ,  ,  ,  ,"1,846",382,"1,305","3,534",2085_SSP126
DEU,Germany,EUR,meat_loss,  ,  ,"1,883",27,  ,"30,301","5,697","10,760","48,666",2085_SSP126
DJI,Djibouti,SSA,meat_loss,"1,240",  ,  ,49,  ,  ,8,16,"1,312",2085_SSP126
DNK,Denmark,EUR,meat_loss,  ,  ,22,4,  ,"6,060","1,305",247,"7,638",2085_SSP126
DMA,Dominica,CAM,meat_loss,  ,135,  ,608,"24,041","1,380","2,491","4,138","32,793",2085_SSP126
DZA,Algeria,WANA,meat_loss,"1,539",  ,  ,"9,703","1,317",246,"2,544","4,503","19,852",2085_SSP126
ECU,Ecuador,SAM,meat_loss,767,"2,357",121,"5,029","9,182","5,722","1,818","4,067","29,062",2085_SSP126
EGY,Egypt,WANA,meat_loss,"41,047",  ,  ,"69,826",  ,  ,"29,713",  ,"140,586",2085_SSP126
ERI,Eritrea,SSA,meat_loss,"5,075",  ,  ,"8,815",  ,  ,44,37,"13,970",2085_SSP126
ESP,Spain,EUR,meat_loss,"3,809",125,123,"29,698","5,653",381,"9,672","16,413","65,872",2085_SSP126
EST,Estonia,EUR,meat_loss,  ,  ,37,  ,  ,748,101,851,"1,739",2085_SSP126
ETH,Ethiopia,SSA,meat_loss,"22,355","1,623","1,346","52,240","11,465","45,868","1,143","9,097","145,136",2085_SSP126
FIN,Finland,EUR,meat_loss,  ,  ,45,  ,  ,863,376,"3,928","5,213",2085_SSP126
FRA,France,EUR,meat_loss,"1,708","2,237","2,962","2,980","13,734","14,651","5,554","8,417","52,242",2085_SSP126
GAB,Gabon,SSA,meat_loss,  ,150,  ,  ,28,  ,3,292,472,2085_SSP126
GBR,UK,EUR,meat_loss,10,"1,360","5,045",11,"1,448","9,877","4,727",577,"23,053",2085_SSP126
GEO,Georgia,WANA,meat_loss,496,  ,207,904,"1,650","2,426",560,"1,813","8,057",2085_SSP126
GHA,Ghana,SSA,meat_loss,745,"1,392",  ,"2,762","2,411",  ,82,88,"7,480",2085_SSP126
GIN,Guinea,SSA,meat_loss,"24,751","7,073",  ,"14,163","41,164",  ,780,967,"88,898",2085_SSP126
GMB,Gambia,SSA,meat_loss,206,  ,  ,"6,234",  ,  ,305,502,"7,246",2085_SSP126
GNB,Guinea-Bissau,SSA,meat_loss,"2,881",  ,  ,"4,307",  ,  ,  ,"1,180","8,368",2085_SSP126
GNQ,Equatorial Guinea,SSA,meat_loss,  ,1,  ,  ,26,  ,  ,89,115,2085_SSP126
GRC,Greece,EUR,meat_loss,598,48,57,"4,667",388,"3,047","1,915","1,959","12,679",2085_SSP126
GTM,Guatemala,CAM,meat_loss,  ,1,5,"1,078","14,959",633,"1,315","10,168","28,159",2085_SSP126
GUY,Guyana,SAM,meat_loss,  ,52,  ,  ,26,  ,1,674,753,2085_SSP126
HND,Honduras,CAM,meat_loss,97,201,137,704,"11,419","1,656",812,"16,540","31,567",2085_SSP126
HRV,Croatia,EUR,meat_loss,5,34,4,45,175,"2,029",307,"1,186","3,784",2085_SSP126
HTI,Haiti,CAM,meat_loss,28,195,302,924,"20,164","1,613",107,"1,515","24,847",2085_SSP126
HUN,Hungary,EUR,meat_loss,  ,  ,2,  ,  ,"2,252",230,250,"2,735",2085_SSP126
IDN,Indonesia,SEA,meat_loss,16,"1,072",22,341,"51,834","4,992","4,957","42,122","105,357",2085_SSP126
IND,India,SA,meat_loss,"7,117","1,278",227,"648,853","150,371","12,658","78,737","135,141","1,034,381",2085_SSP126
IRL,Ireland,EUR,meat_loss,  ,"4,452","1,433",  ,"2,996","1,024",801,276,"10,981",2085_SSP126
IRN,Iran,SA,meat_loss,"26,932",  ,359,"44,506","1,115","2,454","6,454","5,316","87,136",2085_SSP126
IRQ,Iraq,WANA,meat_loss,"3,990",  ,  ,"16,058",  ,"1,502",968,14,"22,531",2085_SSP126
ISL,Iceland,EUR,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
ISR,Israel,WANA,meat_loss,"1,102",  ,  ,"5,183",  ,  ,"2,390",5,"8,680",2085_SSP126
ITA,Italy,EUR,meat_loss,783,284,"1,604","13,849","7,352","45,281","22,522","12,285","103,961",2085_SSP126
JAM,Jamaica,CAM,meat_loss,  ,  ,  ,  ,"2,869",58,610,514,"4,051",2085_SSP126
JOR,Jordan,WANA,meat_loss,545,  ,  ,329,  ,  ,71,  ,945,2085_SSP126
JPN,Japan,EAP,meat_loss,  ,  ,58,45,"4,381","7,096","13,386","28,604","53,570",2085_SSP126
KAZ,Kazakhstan,WANA,meat_loss,  ,  ,"23,837",  ,  ,"13,444",180,432,"37,893",2085_SSP126
KEN,Kenya,SSA,meat_loss,"18,202","1,312","1,639","15,294","23,748","17,488",663,"8,677","87,023",2085_SSP126
KGZ,Kyrgyzstan,WANA,meat_loss,77,  ,"1,651",196,  ,"2,434",76,71,"4,506",2085_SSP126
KHM,Cambodia,SEA,meat_loss,  ,"2,718",  ,  ,"14,281",  ,96,"7,012","24,107",2085_SSP126
KOR,South Korea,SEA,meat_loss,  ,  ,  ,  ,54,"11,725","5,956","10,594","28,329",2085_SSP126
KWT,Kuwait,WANA,meat_loss,264,  ,  ,  ,  ,  ,18,  ,282,2085_SSP126
LAO,Laos,SEA,meat_loss,19,"14,598",122,57,"13,909",  ,250,"11,466","40,422",2085_SSP126
LBN,Lebanon,WANA,meat_loss,112,  ,50,344,66,34,164,24,794,2085_SSP126
LBR,Liberia,SSA,meat_loss,  ,  ,  ,  ,492,  ,3,232,726,2085_SSP126
LBY,Libya,WANA,meat_loss,"1,472",  ,  ,200,  ,  ,219,125,"2,017",2085_SSP126
LKA,Sri Lanka,SA,meat_loss,  ,  ,  ,  ,"3,273",106,324,"4,087","7,790",2085_SSP126
LSO,Lesotho,SSA,meat_loss,  ,  ,691,137,  ,"2,533",65,  ,"3,426",2085_SSP126
LTU,Lithuania,EUR,meat_loss,  ,  ,101,  ,  ,"2,884",421,"1,399","4,805",2085_SSP126
LUX,Luxembourg,EUR,meat_loss,  ,  ,57,  ,  ,302,93,184,637,2085_SSP126
LVA,Latvia,EUR,meat_loss,  ,  ,62,  ,  ,"1,254",122,"1,032","2,470",2085_SSP126
MAR,Morocco,WANA,meat_loss,"1,769",  ,56,"27,982",398,"2,302","3,440","2,876","38,824",2085_SSP126
MDG,Madagascar,SSA,meat_loss,"37,891","8,164",727,"12,435","14,777","1,167",675,"18,460","94,296",2085_SSP126
MEX,Mexico,CAM,meat_loss,"47,484",101,"2,823","41,299","48,009","15,392","14,566","98,416","268,090",2085_SSP126
MKD,Macedonia,EUR,meat_loss,101,  ,32,463,  ,540,261,463,"1,860",2085_SSP126
MLI,Mali,SSA,meat_loss,"32,761",  ,  ,"55,068",  ,  ,399,319,"88,547",2085_SSP126
MMR,Myanmar,SEA,meat_loss,79,"24,451","2,625","10,544","41,541",999,532,"60,187","140,958",2085_SSP126
MNE,Montenegro,EUR,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
MNG,Mongolia,EAP,meat_loss,  ,  ,"3,834",  ,  ,986,43,323,"5,185",2085_SSP126
MOZ,Mozambique,SSA,meat_loss,"3,062",254,  ,"3,272","1,574",  ,384,"5,368","13,914",2085_SSP126
MRT,Mauritania,SSA,meat_loss,"10,279",  ,  ,"7,818",  ,  ,8,62,"18,167",2085_SSP126
MUS,Mauritius,SSA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
MWI,Malawi,SSA,meat_loss,432,595,7,"4,594","1,481",272,295,"1,749","9,424",2085_SSP126
MYS,Malaysia,SEA,meat_loss,  ,54,2,  ,"2,358",10,335,"5,305","8,064",2085_SSP126
NAM,Namibia,SSA,meat_loss,"13,368",  ,  ,"8,302",  ,  ,754,187,"22,610",2085_SSP126
NER,Niger,SSA,meat_loss,"57,136",  ,  ,"47,621",  ,  ,269,120,"105,146",2085_SSP126
NGA,Nigeria,SSA,meat_loss,"6,214","3,231",  ,"270,916","44,234","2,310",914,"2,907","330,726",2085_SSP126
NIC,Nicaragua,CAM,meat_loss,15,124,  ,"1,704","22,978",572,792,"18,840","45,025",2085_SSP126
NLD,Netherlands,EUR,meat_loss,  ,  ,439,  ,  ,"9,530","3,192",449,"13,609",2085_SSP126
NOR,Norway,EUR,meat_loss,2,  ,961,  ,  ,350,317,"1,590","3,220",2085_SSP126
NPL,Nepal,SA,meat_loss,67,  ,229,"23,761","29,063","7,871","6,110","39,933","107,034",2085_SSP126
NZL,New Zealand,EAP,meat_loss,350,"3,770",518,473,"5,445",31,"10,807","4,583","25,976",2085_SSP126
OMN,Oman,WANA,meat_loss,"3,503",  ,  ,65,  ,  ,116,  ,"3,684",2085_SSP126
PAK,Pakistan,SA,meat_loss,"46,395",  ,  ,"269,274",24,"15,383","28,285","20,858","380,219",2085_SSP126
PAN,Panama,CAM,meat_loss,  ,135,  ,  ,"6,139",323,890,"7,606","15,094",2085_SSP126
PER,Peru,SAM,meat_loss,"2,155",319,"3,146","1,678","2,263","3,591",260,"11,101","24,513",2085_SSP126
PHL,Philippines,SEA,meat_loss,  ,  ,  ,35,"47,863",79,"1,828","17,417","67,223",2085_SSP126
PNG,Papua New Guinea,EAP,meat_loss,  ,5,15,  ,213,56,4,892,"1,185",2085_SSP126
POL,Poland,EUR,meat_loss,  ,  ,341,  ,  ,"16,750","1,265","4,544","22,900",2085_SSP126
PRT,Portugal,EUR,meat_loss,946,404,  ,"6,598","4,378",162,"1,643","6,075","20,205",2085_SSP126
PRY,Paraguay,SAM,meat_loss,"1,645","19,987",  ,"1,984","29,942",  ,453,"39,403","93,413",2085_SSP126
PSE,Palestine,WANA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
QAT,Qatar,WANA,meat_loss,26,  ,  ,3,  ,  ,  ,  ,29,2085_SSP126
ROU,Romania,EUR,meat_loss,  ,  ,3,  ,  ,"14,691",961,"4,898","20,554",2085_SSP126
RUS,Russia,EUR,meat_loss,54,  ,"21,143",44,  ,"94,878","5,059","33,946","155,123",2085_SSP126
RWA,Rwanda,SSA,meat_loss,  ,  ,  ,  ,"1,965",870,21,120,"2,977",2085_SSP126
SAU,Saudi Arabia,WANA,meat_loss,"2,811",  ,  ,343,  ,  ,116,  ,"3,270",2085_SSP126
SDN,Sudan,WANA,meat_loss,"76,261","11,791",36,"115,169","1,372",160,916,"1,476","207,180",2085_SSP126
SEN,Senegal,SSA,meat_loss,"8,546",  ,  ,"38,171",  ,  ,898,280,"47,895",2085_SSP126
SLE,Sierra Leone,SSA,meat_loss,  ,140,  ,  ,"3,839",  ,61,436,"4,475",2085_SSP126
SLV,El Salvador,CAM,meat_loss,  ,8,  ,  ,"7,822",438,"3,132","4,512","15,912",2085_SSP126
SOM,Somalia,SSA,meat_loss,"10,097",  ,10,"2,400",  ,  ,4,303,"12,814",2085_SSP126
SRB,Serbia,EUR,meat_loss,  ,  ,57,163,  ,"8,211",697,"1,209","10,338",2085_SSP126
SUR,Suriname,SAM,meat_loss,  ,3,  ,  ,2,  ,  ,377,382,2085_SSP126
SVK,Slovakia,EUR,meat_loss,  ,  ,4,  ,  ,580,167,662,"1,413",2085_SSP126
SVN,Slovenia,EUR,meat_loss,  ,2,9,  ,18,364,239,"1,199","1,831",2085_SSP126
SWE,Sweden,EUR,meat_loss,  ,  ,16,  ,  ,"1,939","1,047","5,181","8,183",2085_SSP126
SWZ,Swaziland,SSA,meat_loss,  ,  ,  ,901,807,643,356,"2,498","5,206",2085_SSP126
SYR,Syria,WANA,meat_loss,"5,242",8,  ,"4,429",494,94,753,207,"11,226",2085_SSP126
TCD,Chad,SSA,meat_loss,"37,332",10,  ,"34,741",  ,  ,85,57,"72,224",2085_SSP126
TGO,Togo,SSA,meat_loss,  ,48,  ,"1,132","1,065",  ,22,9,"2,277",2085_SSP126
THA,Thailand,SEA,meat_loss,194,"2,155",  ,"3,634","46,092",13,"3,258","13,482","68,828",2085_SSP126
TJK,Tajikistan,WANA,meat_loss,442,  ,382,"5,689",  ,"3,073",915,55,"10,556",2085_SSP126
TKM,Turkmenistan,WANA,meat_loss,"5,404",  ,"5,833","1,209",  ,"5,234",531,27,"18,237",2085_SSP126
TTO,Trinidad & Tobago,CAM,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
TUN,Tunisia,WANA,meat_loss,439,  ,  ,"5,840",394,  ,"1,473","1,090","9,235",2085_SSP126
TUR,Turkey,WANA,meat_loss,"3,375",  ,843,"48,834","3,267","11,528","6,717","10,391","84,955",2085_SSP126
TZA,Tanzania,SSA,meat_loss,"17,910","7,070","2,152","82,312","68,312","2,155",858,"10,675","191,444",2085_SSP126
UGA,Uganda,SSA,meat_loss,"1,031","8,887",292,"2,442","70,177","9,106","1,153","19,384","112,470",2085_SSP126
UKR,Ukraine,EUR,meat_loss,  ,  ,"1,772",  ,  ,"50,016","2,127","5,302","59,217",2085_SSP126
URY,Uruguay,SAM,meat_loss,  ,"31,970",  ,  ,"25,055",  ,"1,640","5,308","63,973",2085_SSP126
USA,USA,NAM,meat_loss,"56,139","26,284","63,176","122,727","53,772","229,933","71,145","136,961","760,138",2085_SSP126
UZB,Uzbekistan,WANA,meat_loss,"4,079",  ,"12,653","12,608",  ,"33,951","7,189",249,"70,730",2085_SSP126
VEN,Venezuela,SAM,meat_loss,"1,751","18,004","1,407","3,046","36,334","3,679","11,610","23,874","99,705",2085_SSP126
VNM,Viet Nam,SEA,meat_loss,  ,"1,666",23,  ,"73,720",686,"1,172","23,605","100,872",2085_SSP126
YEM,Yemen,WANA,meat_loss,"7,985",  ,  ,"6,894",  ,  ,414,  ,"15,293",2085_SSP126
ZAF,South Africa,SSA,meat_loss,"30,674","3,291","11,337","46,770","10,173","18,583","9,640","8,122","138,590",2085_SSP126
ZMB,Zambia,SSA,meat_loss,"17,032",149,142,"5,911",1,13,370,"6,173","29,791",2085_SSP126
ZWE,Zimbabwe,SSA,meat_loss,"11,927",  ,17,"27,477",106,"1,700","1,322","4,584","47,132",2085_SSP126
AFG,Afghanistan,SA,meat_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
AGO,Angola,SSA,meat_loss,"26,272","6,524","2,606","6,569",705,"1,616",86,"4,897","49,275",2045_SSP585
ALB,Albania,EUR,meat_loss,357,593,135,492,"5,382",501,664,899,"9,024",2045_SSP585
ARE,UAE,WANA,meat_loss,370,  ,  ,78,  ,  ,208,  ,655,2045_SSP585
ARG,Argentina,SAM,meat_loss,"64,672","97,989",794,"14,129","98,170",18,"13,244","103,298","392,314",2045_SSP585
ARM,Armenia,WANA,meat_loss,435,  ,333,"1,907",  ,"3,799",365,259,"7,098",2045_SSP585
AUS,Australia,EAP,meat_loss,"151,641","33,920",546,"47,133","11,282",857,"6,134","52,118","303,631",2045_SSP585
AUT,Austria,EUR,meat_loss,10,  ,377,10,  ,"2,483","1,494","7,125","11,499",2045_SSP585
AZE,Azerbaijan,WANA,meat_loss,824,  ,318,"10,551",42,"23,542","2,519","1,441","39,236",2045_SSP585
BDI,Burundi,SSA,meat_loss,  ,  ,  ,  ,762,"1,577",28,112,"2,479",2045_SSP585
BEL,Belgium,EUR,meat_loss,  ,  ,532,  ,  ,"4,853","3,615","1,510","10,510",2045_SSP585
BEN,Benin,SSA,meat_loss,"8,320","2,251",  ,"9,491",961,  ,66,62,"21,151",2045_SSP585
BFA,Burkina Faso,SSA,meat_loss,"9,360",768,  ,"117,641",621,  ,"1,445",276,"130,111",2045_SSP585
BGD,Bangladesh,SA,meat_loss,  ,151,  ,  ,"149,485",  ,"12,242","1,619","163,496",2045_SSP585
BGR,Bulgaria,EUR,meat_loss,25,  ,25,376,  ,"6,106",325,"1,887","8,745",2045_SSP585
BIH,Bosnia & Herzogovina,EUR,meat_loss,8,42,16,236,221,"2,035",62,833,"3,454",2045_SSP585
BLR,Belarus,EUR,meat_loss,  ,  ,"1,554",  ,  ,"27,459","1,082","11,973","42,067",2045_SSP585
BLZ,Belize,CAM,meat_loss,  ,22,  ,  ,176,  ,28,762,987,2045_SSP585
BOL,Bolivia,SAM,meat_loss,"2,197","18,115","2,091","1,562","3,500",388,537,"51,485","79,875",2045_SSP585
BRA,Brazil,SAM,meat_loss,"97,553","600,103","7,234","209,821","1,718,973","19,820","157,704","318,076","3,129,284",2045_SSP585
BRN,Brunei Darussalam,SEA,meat_loss,  ,  ,  ,  ,4,  ,2,26,32,2045_SSP585
BTN,Bhutan,SA,meat_loss,7,4,46,20,832,"1,323",64,791,"3,087",2045_SSP585
BWA,Botswana,SSA,meat_loss,"19,273",  ,  ,"4,543",  ,  ,425,45,"24,287",2045_SSP585
CAF,Central African Rep,SSA,meat_loss,"7,579","41,565",  ,74,"3,430",  ,293,"49,393","102,334",2045_SSP585
CAN,Canada,NAM,meat_loss,1,  ,"6,487",  ,  ,"33,576","5,452","23,317","68,834",2045_SSP585
CHE,Switzerland,EUR,meat_loss,47,194,"1,535",  ,  ,542,"1,738","4,875","8,931",2045_SSP585
