ISO,Country,Region,Variable,LGA,LGH,LGT,MXA,MXH,MXT,URB,OTHER,WTD-AV,Scenario
VEN,Venezuela,SAM,milk_loss, 327 ," 3,620 ", 332 , 659 ," 8,181 ", 791 ," 1,846 "," 4,417 "," 20,174 ",2045_SSP126
VNM,Viet Nam,SEA,milk_loss,  , 22 ,  ,  ," 1,265 ", 10 , 17 , 307 ," 1,621 ",2045_SSP126
YEM,Yemen,WANA,milk_loss," 1,863 ",  ,  ," 1,312 ",  ,  , 114 ,  ," 3,289 ",2045_SSP126
ZAF,South Africa,SSA,milk_loss," 2,325 ", 214 , 784 ," 1,968 ", 498 ," 1,228 ", 578 , 430 ," 8,025 ",2045_SSP126
ZMB,Zambia,SSA,milk_loss," 2,364 ", 16 , 19 , 926 ,  , 1 , 38 , 636 ," 4,000 ",2045_SSP126
ZWE,Zimbabwe,SSA,milk_loss," 2,598 ",  , 3 ," 6,700 ", 17 , 291 , 246 , 792 ," 10,649 ",2045_SSP126
AFG,Afghanistan,SA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
AGO,Angola,SSA,milk_loss," 2,034 ", 343 , 131 , 522 , 36 , 80 , 6 , 290 ," 3,441 ",2085_SSP126
ALB,Albania,EUR,milk_loss, 308 , 438 , 108 , 345 ," 4,028 ", 362 , 533 , 741 ," 6,861 ",2085_SSP126
ARE,UAE,WANA,milk_loss, 71 ,  ,  , 12 ,  ,  , 45 ,  , 128 ,2085_SSP126
ARG,Argentina,SAM,milk_loss," 2,904 "," 3,652 ", 48 , 665 ," 7,086 ", 1 , 449 ," 3,915 "," 18,720 ",2085_SSP126
ARM,Armenia,WANA,milk_loss, 185 ,  , 235 , 879 ,  ," 1,483 ", 178 , 118 ," 3,078 ",2085_SSP126
AUS,Australia,EAP,milk_loss," 20,437 "," 3,417 ", 50 ," 2,895 "," 1,017 ", 77 , 835 ," 3,911 "," 32,639 ",2085_SSP126
AUT,Austria,EUR,milk_loss,  ,  ,  , 8 ,  ," 1,185 ", 461 ," 2,432 "," 4,086 ",2085_SSP126
AZE,Azerbaijan,WANA,milk_loss, 348 ,  , 223 ," 4,936 ", 21 ," 11,438 "," 1,430 ", 816 ," 19,212 ",2085_SSP126
BDI,Burundi,SSA,milk_loss,  ,  ,  ,  , 96 , 169 , 4 , 17 , 286 ,2085_SSP126
BEL,Belgium,EUR,milk_loss,  ,  ,  ,  ,  ," 1,637 "," 1,024 ", 440 ," 3,101 ",2085_SSP126
BEN,Benin,SSA,milk_loss, 507 , 138 ,  , 443 , 61 ,  , 4 , 4 ," 1,156 ",2085_SSP126
BFA,Burkina Faso,SSA,milk_loss, 702 , 72 ,  ," 6,604 ", 44 ,  , 111 , 21 ," 7,555 ",2085_SSP126
BGD,Bangladesh,SA,milk_loss,  , 27 ,  ,  ," 26,970 ",  ," 2,044 ", 207 ," 29,247 ",2085_SSP126
BGR,Bulgaria,EUR,milk_loss,  ,  ,  , 250 ,  ," 4,183 ", 227 ," 1,291 "," 5,951 ",2085_SSP126
BIH,Bosnia & Herzogovina,EUR,milk_loss, 5 , 28 , 13 , 149 , 141 ," 1,338 ", 44 , 595 ," 2,312 ",2085_SSP126
BLR,Belarus,EUR,milk_loss,  ,  ," 1,018 ",  ,  ," 10,036 ", 495 ," 5,248 "," 16,797 ",2085_SSP126
BLZ,Belize,CAM,milk_loss,  , 1 ,  ,  , 9 ,  , 1 , 35 , 47 ,2085_SSP126
BOL,Bolivia,SAM,milk_loss, 69 , 723 , 84 , 50 , 130 , 13 , 13 ," 1,731 "," 2,812 ",2085_SSP126
BRA,Brazil,SAM,milk_loss," 9,084 "," 68,865 ", 566 ," 13,344 "," 256,651 "," 1,422 "," 12,339 "," 59,807 "," 422,078 ",2085_SSP126
BRN,Brunei Darussalam,SEA,milk_loss,  ,  ,  ,  ,  ,  ,  , 2 , 2 ,2085_SSP126
BTN,Bhutan,SA,milk_loss, 2 , 2 , 17 , 9 , 461 , 417 , 28 , 255 ," 1,192 ",2085_SSP126
BWA,Botswana,SSA,milk_loss," 2,858 ",  ,  , 750 ,  ,  , 47 , 5 ," 3,660 ",2085_SSP126
CAF,Central African Rep,SSA,milk_loss, 393 ," 2,577 ",  , 6 , 201 ,  , 19 ," 3,199 "," 6,396 ",2085_SSP126
CAN,Canada,NAM,milk_loss,  ,  ,  ,  ,  ," 8,466 ", 708 ," 2,972 "," 12,147 ",2085_SSP126
CHE,Switzerland,EUR,milk_loss, 23 , 103 , 871 ,  ,  , 297 , 884 ," 2,376 "," 4,554 ",2085_SSP126
CHL,Chile,SAM,milk_loss, 460 , 316 , 110 , 719 ," 1,669 ", 6 , 125 ," 1,371 "," 4,777 ",2085_SSP126
CHN,China,EAP,milk_loss, 195 , 69 ," 3,620 "," 3,244 "," 41,384 "," 117,942 "," 15,046 "," 49,785 "," 231,285 ",2085_SSP126
CIV,Cote d'Ivoire,SSA,milk_loss, 84 ," 1,191 ",  , 151 , 545 ,  , 8 , 10 ," 1,988 ",2085_SSP126
CMR,Cameroon,SSA,milk_loss, 131 ," 2,221 ", 75 , 929 , 339 , 248 , 66 ," 1,349 "," 5,358 ",2085_SSP126
COD,Dem Rep of Congo,SSA,milk_loss, 2 , 25 ,  ,  , 35 , 1 ,  , 94 , 157 ,2085_SSP126
COG,Congo,SSA,milk_loss,  , 22 ,  ,  , 2 ,  ,  , 19 , 43 ,2085_SSP126
COL,Colombia,SAM,milk_loss, 268 ," 12,712 "," 1,880 ", 170 ," 40,900 "," 10,522 "," 2,668 "," 17,481 "," 86,602 ",2085_SSP126
CRI,Costa Rica,CAM,milk_loss,  ,  ,  ,  ," 2,363 ", 13 , 425 ," 5,792 "," 8,593 ",2085_SSP126
CUB,Cuba,CAM,milk_loss,  , 110 ,  ,  ," 4,178 ",  , 308 , 748 ," 5,345 ",2085_SSP126
CYP,Cyprus,WANA,milk_loss,  ,  ,  , 562 ,  ,  , 188 , 198 , 948 ,2085_SSP126
CZE,Czech Republic,EUR,milk_loss,  ,  ,  ,  ,  , 838 , 178 , 611 ," 1,626 ",2085_SSP126
DEU,Germany,EUR,milk_loss,  ,  ,  , 14 ,  ," 20,367 "," 3,499 "," 6,661 "," 30,541 ",2085_SSP126
DJI,Djibouti,SSA,milk_loss, 274 ,  ,  , 8 ,  ,  , 1 , 3 , 286 ,2085_SSP126
DNK,Denmark,EUR,milk_loss,  ,  ,  , 2 ,  ," 3,647 ", 796 , 148 ," 4,593 ",2085_SSP126
DMA,Dominica,CAM,milk_loss,  , 28 ,  , 118 ," 4,868 ", 276 , 441 , 733 ," 6,465 ",2085_SSP126
DZA,Algeria,WANA,milk_loss," 1,030 ",  ,  ," 5,881 ", 842 , 165 ," 1,835 "," 3,248 "," 13,001 ",2085_SSP126
ECU,Ecuador,SAM,milk_loss, 331 ," 1,002 ", 57 ," 2,196 "," 4,140 "," 2,687 ", 641 ," 1,650 "," 12,704 ",2085_SSP126
EGY,Egypt,WANA,milk_loss," 17,249 ",  ,  ," 25,098 ",  ,  ," 14,025 ",  ," 56,372 ",2085_SSP126
ERI,Eritrea,SSA,milk_loss," 3,678 ",  ,  ," 5,742 ",  ,  , 28 , 23 ," 9,471 ",2085_SSP126
ESP,Spain,EUR,milk_loss,  ,  ,  ," 9,390 "," 1,760 ", 154 ," 2,379 "," 5,326 "," 19,009 ",2085_SSP126
EST,Estonia,EUR,milk_loss,  ,  ,  ,  ,  , 697 , 48 , 403 ," 1,148 ",2085_SSP126
ETH,Ethiopia,SSA,milk_loss," 5,974 ", 323 , 260 ," 10,998 "," 2,363 "," 11,712 ", 241 ," 1,922 "," 33,793 ",2085_SSP126
FIN,Finland,EUR,milk_loss,  ,  ,  ,  ,  , 535 , 214 ," 2,192 "," 2,941 ",2085_SSP126
FRA,France,EUR,milk_loss,  ,  ,  ," 1,836 "," 6,797 "," 7,830 "," 2,016 "," 3,067 "," 21,547 ",2085_SSP126
GAB,Gabon,SSA,milk_loss,  , 43 ,  ,  , 8 ,  , 1 , 89 , 140 ,2085_SSP126
GBR,UK,EUR,milk_loss,  ,  ,  , 8 ," 1,073 "," 6,182 "," 1,676 ", 198 ," 9,138 ",2085_SSP126
GEO,Georgia,WANA,milk_loss, 413 ,  , 222 , 821 ," 1,424 "," 1,991 ", 523 ," 1,692 "," 7,087 ",2085_SSP126
GHA,Ghana,SSA,milk_loss, 106 , 243 ,  , 300 , 379 ,  , 12 , 13 ," 1,053 ",2085_SSP126
GIN,Guinea,SSA,milk_loss," 1,876 ", 959 ,  , 912 ," 3,892 ",  , 69 , 85 ," 7,793 ",2085_SSP126
GMB,Gambia,SSA,milk_loss, 16 ,  ,  , 361 ,  ,  , 24 , 40 , 441 ,2085_SSP126
GNB,Guinea-Bissau,SSA,milk_loss, 308 ,  ,  , 347 ,  ,  ,  , 129 , 784 ,2085_SSP126
GNQ,Equatorial Guinea,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
GRC,Greece,EUR,milk_loss,  ,  ,  ," 3,129 ", 278 ," 1,987 "," 1,074 "," 1,320 "," 7,788 ",2085_SSP126
GTM,Guatemala,CAM,milk_loss,  ,  , 1 , 302 ," 4,432 ", 187 , 346 ," 2,674 "," 7,941 ",2085_SSP126
GUY,Guyana,SAM,milk_loss,  , 33 ,  ,  , 18 ,  ,  , 419 , 471 ,2085_SSP126
HND,Honduras,CAM,milk_loss, 23 , 63 , 33 , 193 ," 3,215 ", 485 , 210 ," 4,277 "," 8,500 ",2085_SSP126
HRV,Croatia,EUR,milk_loss, 3 , 20 , 3 , 27 , 101 ," 1,215 ", 214 , 827 ," 2,410 ",2085_SSP126
HTI,Haiti,CAM,milk_loss, 4 , 34 , 44 , 153 ," 3,470 ", 274 , 16 , 227 ," 4,223 ",2085_SSP126
HUN,Hungary,EUR,milk_loss,  ,  ,  ,  ,  ," 1,581 ", 165 , 180 ," 1,927 ",2085_SSP126
IDN,Indonesia,SEA,milk_loss, 1 , 32 , 1 , 11 ," 1,993 ", 181 , 150 ," 1,275 "," 3,644 ",2085_SSP126
IND,India,SA,milk_loss," 2,796 ", 822 , 112 ," 329,890 "," 79,522 "," 4,850 "," 32,208 "," 72,639 "," 522,840 ",2085_SSP126
IRL,Ireland,EUR,milk_loss,  ,  ,  ,  ," 2,457 ", 923 , 246 , 82 ," 3,708 ",2085_SSP126
IRN,Iran,SA,milk_loss," 9,845 ",  , 130 ," 14,074 ", 382 , 904 ," 2,651 "," 2,184 "," 30,170 ",2085_SSP126
IRQ,Iraq,WANA,milk_loss, 798 ,  ,  ," 2,714 ",  , 304 , 223 , 3 ," 4,042 ",2085_SSP126
ISL,Iceland,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
ISR,Israel,WANA,milk_loss, 359 ,  ,  ," 1,430 ",  ,  , 878 , 2 ," 2,668 ",2085_SSP126
ITA,Italy,EUR,milk_loss,  ,  ,  ," 8,140 "," 4,338 "," 26,838 "," 10,943 "," 7,336 "," 57,595 ",2085_SSP126
JAM,Jamaica,CAM,milk_loss,  ,  ,  ,  , 231 , 5 , 42 , 36 , 314 ,2085_SSP126
JOR,Jordan,WANA,milk_loss, 360 ,  ,  , 195 ,  ,  , 51 ,  , 606 ,2085_SSP126
JPN,Japan,EAP,milk_loss,  ,  , 31 , 22 ," 2,297 "," 3,796 "," 7,049 "," 14,163 "," 27,358 ",2085_SSP126
KAZ,Kazakhstan,WANA,milk_loss,  ,  ," 19,060 ",  ,  ," 6,984 ", 116 , 278 ," 26,439 ",2085_SSP126
KEN,Kenya,SSA,milk_loss," 16,122 "," 1,020 "," 1,243 "," 12,727 "," 18,932 "," 12,325 ", 534 ," 6,997 "," 69,901 ",2085_SSP126
KGZ,Kyrgyzstan,WANA,milk_loss, 56 ,  ," 1,588 ", 156 ,  ," 1,700 ", 63 , 59 ," 3,622 ",2085_SSP126
KHM,Cambodia,SEA,milk_loss,  , 87 ,  ,  , 571 ,  , 3 , 223 , 884 ,2085_SSP126
KOR,South Korea,SEA,milk_loss,  ,  ,  ,  , 19 ," 4,809 "," 2,111 "," 3,776 "," 10,715 ",2085_SSP126
KWT,Kuwait,WANA,milk_loss, 63 ,  ,  ,  ,  ,  , 5 ,  , 68 ,2085_SSP126
LAO,Laos,SEA,milk_loss,  , 187 , 2 , 1 , 227 ,  , 3 , 147 , 566 ,2085_SSP126
LBN,Lebanon,WANA,milk_loss, 81 ,  , 36 , 226 , 45 , 25 , 127 , 18 , 558 ,2085_SSP126
LBR,Liberia,SSA,milk_loss,  ,  ,  ,  , 64 ,  ,  , 28 , 93 ,2085_SSP126
LBY,Libya,WANA,milk_loss," 1,289 ",  ,  , 173 ,  ,  , 215 , 136 ," 1,813 ",2085_SSP126
LKA,Sri Lanka,SA,milk_loss,  ,  ,  ,  , 502 , 14 , 41 , 519 ," 1,076 ",2085_SSP126
LSO,Lesotho,SSA,milk_loss,  ,  , 119 , 26 ,  , 400 , 11 ,  , 556 ,2085_SSP126
LTU,Lithuania,EUR,milk_loss,  ,  ,  ,  ,  ," 2,899 ", 243 , 805 ," 3,947 ",2085_SSP126
LUX,Luxembourg,EUR,milk_loss,  ,  ,  ,  ,  , 167 , 41 , 81 , 288 ,2085_SSP126
LVA,Latvia,EUR,milk_loss,  ,  ,  ,  ,  ," 1,237 ", 64 , 544 ," 1,845 ",2085_SSP126
MAR,Morocco,WANA,milk_loss," 1,105 ",  , 35 ," 15,720 ", 237 ," 1,442 "," 2,330 "," 1,947 "," 22,816 ",2085_SSP126
MDG,Madagascar,SSA,milk_loss," 8,678 "," 1,516 ", 135 ," 3,089 "," 2,486 ", 199 , 125 ," 3,428 "," 19,657 ",2085_SSP126
MEX,Mexico,CAM,milk_loss,  ,  ,  ," 10,311 "," 4,997 "," 2,159 "," 1,462 "," 9,875 "," 28,804 ",2085_SSP126
MKD,Macedonia,EUR,milk_loss, 51 ,  , 21 , 219 ,  , 251 , 143 , 253 , 937 ,2085_SSP126
MLI,Mali,SSA,milk_loss," 5,940 ",  ,  ," 7,650 ",  ,  , 74 , 59 ," 13,723 ",2085_SSP126
MMR,Myanmar,SEA,milk_loss, 15 ," 3,699 ", 409 ," 1,693 "," 7,918 ", 181 , 80 ," 9,095 "," 23,090 ",2085_SSP126
MNE,Montenegro,EUR,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
MNG,Mongolia,EAP,milk_loss,  ,  ," 1,612 ",  ,  , 446 , 18 , 136 ," 2,211 ",2085_SSP126
MOZ,Mozambique,SSA,milk_loss," 1,216 ", 87 ,  ," 1,424 ", 494 ,  , 131 ," 1,830 "," 5,180 ",2085_SSP126
MRT,Mauritania,SSA,milk_loss," 1,626 ",  ,  , 943 ,  ,  , 1 , 10 ," 2,581 ",2085_SSP126
MUS,Mauritius,SSA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
MWI,Malawi,SSA,milk_loss, 46 , 52 , 1 , 572 , 116 , 22 , 26 , 153 , 988 ,2085_SSP126
MYS,Malaysia,SEA,milk_loss,  , 7 ,  ,  , 396 , 2 , 46 , 725 ," 1,176 ",2085_SSP126
NAM,Namibia,SSA,milk_loss," 1,349 ",  ,  , 974 ,  ,  , 63 , 15 ," 2,401 ",2085_SSP126
NER,Niger,SSA,milk_loss," 6,255 ",  ,  ," 3,932 ",  ,  , 30 , 13 ," 10,231 ",2085_SSP126
NGA,Nigeria,SSA,milk_loss, 475 , 349 ,  ," 15,516 "," 3,727 ", 230 , 72 , 228 ," 20,596 ",2085_SSP126
NIC,Nicaragua,CAM,milk_loss, 5 , 48 ,  , 589 ," 8,129 ", 210 , 259 ," 6,160 "," 15,400 ",2085_SSP126
NLD,Netherlands,EUR,milk_loss,  ,  ,  ,  ,  ," 7,457 "," 2,175 ", 308 ," 9,941 ",2085_SSP126
NOR,Norway,EUR,milk_loss, 1 ,  , 552 ,  ,  , 159 , 141 , 772 ," 1,625 ",2085_SSP126
NPL,Nepal,SA,milk_loss, 9 ,  , 32 ," 2,905 "," 4,264 ", 995 , 725 ," 4,739 "," 13,669 ",2085_SSP126
NZL,New Zealand,EAP,milk_loss, 228 ," 2,806 ", 377 , 296 ," 3,983 ", 22 ," 9,413 "," 3,026 "," 20,151 ",2085_SSP126
OMN,Oman,WANA,milk_loss," 1,084 ",  ,  , 18 ,  ,  , 41 ,  ," 1,142 ",2085_SSP126
PAK,Pakistan,SA,milk_loss," 13,560 ",  ,  ," 72,924 ", 7 ," 4,196 "," 7,414 "," 5,467 "," 103,569 ",2085_SSP126
PAN,Panama,CAM,milk_loss,  , 18 ,  ,  , 931 , 43 , 106 , 907 ," 2,005 ",2085_SSP126
PER,Peru,SAM,milk_loss, 660 , 101 ," 1,130 ", 563 , 793 ," 1,263 ", 67 ," 3,312 "," 7,890 ",2085_SSP126
PHL,Philippines,SEA,milk_loss,  ,  ,  ,  , 66 ,  , 2 , 18 , 86 ,2085_SSP126
PNG,Papua New Guinea,EAP,milk_loss,  ,  ,  ,  , 2 , 1 ,  , 6 , 9 ,2085_SSP126
POL,Poland,EUR,milk_loss,  ,  ,  ,  ,  ," 12,688 ", 937 ," 3,385 "," 17,010 ",2085_SSP126
PRT,Portugal,EUR,milk_loss,  ,  ,  ," 2,756 "," 1,900 ", 65 , 552 ," 2,650 "," 7,923 ",2085_SSP126
PRY,Paraguay,SAM,milk_loss, 69 , 828 ,  , 89 ," 1,393 ",  , 15 ," 1,534 "," 3,927 ",2085_SSP126
PSE,Palestine,WANA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
QAT,Qatar,WANA,milk_loss, 20 ,  ,  , 2 ,  ,  ,  ,  , 22 ,2085_SSP126
ROU,Romania,EUR,milk_loss,  ,  ,  ,  ,  ," 12,587 ", 835 ," 4,286 "," 17,708 ",2085_SSP126
RUS,Russia,EUR,milk_loss, 30 ,  ," 17,491 ", 28 ,  ," 51,246 "," 3,327 "," 22,326 "," 94,448 ",2085_SSP126
RWA,Rwanda,SSA,milk_loss,  ,  ,  ,  , 886 , 316 , 10 , 55 ," 1,267 ",2085_SSP126
SAU,Saudi Arabia,WANA,milk_loss, 879 ,  ,  , 108 ,  ,  , 42 ,  ," 1,030 ",2085_SSP126
SDN,Sudan,WANA,milk_loss," 55,122 "," 7,553 ", 22 ," 76,238 ", 903 , 90 , 612 , 986 ," 141,525 ",2085_SSP126
SEN,Senegal,SSA,milk_loss," 1,032 ",  ,  ," 3,487 ",  ,  , 111 , 35 ," 4,665 ",2085_SSP126
SLE,Sierra Leone,SSA,milk_loss,  , 31 ,  ,  , 640 ,  , 9 , 68 , 748 ,2085_SSP126
SLV,El Salvador,CAM,milk_loss,  , 3 ,  ,  ," 2,422 ", 131 , 859 ," 1,238 "," 4,653 ",2085_SSP126
SOM,Somalia,SSA,milk_loss," 4,399 ",  , 4 , 786 ,  ,  , 2 , 139 ," 5,331 ",2085_SSP126
SRB,Serbia,EUR,milk_loss,  ,  , 49 , 109 ,  ," 5,519 ", 533 , 924 ," 7,134 ",2085_SSP126
SUR,Suriname,SAM,milk_loss,  ,  ,  ,  ,  ,  ,  , 47 , 48 ,2085_SSP126
SVK,Slovakia,EUR,milk_loss,  ,  ,  ,  ,  , 326 , 94 , 374 , 795 ,2085_SSP126
SVN,Slovenia,EUR,milk_loss,  ,  ,  ,  , 8 , 151 , 96 , 486 , 742 ,2085_SSP126
SWE,Sweden,EUR,milk_loss,  ,  ,  ,  ,  , 855 , 444 ," 2,185 "," 3,483 ",2085_SSP126
SWZ,Swaziland,SSA,milk_loss,  ,  ,  , 261 , 175 , 142 , 85 , 596 ," 1,259 ",2085_SSP126
SYR,Syria,WANA,milk_loss," 3,361 ", 5 ,  ," 2,523 ", 302 , 60 , 525 , 144 ," 6,919 ",2085_SSP126
TCD,Chad,SSA,milk_loss," 3,026 ", 1 ,  ," 3,678 ",  ,  , 9 , 6 ," 6,720 ",2085_SSP126
TGO,Togo,SSA,milk_loss,  , 6 ,  , 107 , 146 ,  , 3 , 1 , 264 ,2085_SSP126
THA,Thailand,SEA,milk_loss, 9 , 81 ,  , 149 ," 2,155 ", 1 , 122 , 505 ," 3,021 ",2085_SSP126
TJK,Tajikistan,WANA,milk_loss, 309 ,  , 360 ," 4,411 ",  ," 2,082 ", 735 , 44 ," 7,940 ",2085_SSP126
TKM,Turkmenistan,WANA,milk_loss," 3,648 ",  ," 5,436 ", 910 ,  ," 3,449 ", 414 , 21 ," 13,878 ",2085_SSP126
TTO,Trinidad & Tobago,CAM,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2085_SSP126
TUN,Tunisia,WANA,milk_loss, 384 ,  ,  ," 5,059 ", 361 ,  ," 1,442 "," 1,067 "," 8,313 ",2085_SSP126
TUR,Turkey,WANA,milk_loss," 2,070 ",  , 555 ," 33,415 "," 2,331 "," 8,534 "," 4,997 "," 8,020 "," 59,921 ",2085_SSP126
TZA,Tanzania,SSA,milk_loss," 13,219 "," 4,181 "," 1,238 "," 53,561 "," 41,536 "," 1,099 ", 530 ," 6,594 "," 121,957 ",2085_SSP126
UGA,Uganda,SSA,milk_loss, 936 ," 6,639 ", 212 ," 2,024 "," 53,766 "," 6,113 ", 894 ," 15,033 "," 85,617 ",2085_SSP126
UKR,Ukraine,EUR,milk_loss,  ,  ," 1,772 ",  ,  ," 36,989 "," 1,815 "," 4,523 "," 45,098 ",2085_SSP126
URY,Uruguay,SAM,milk_loss,  ," 4,918 ",  ,  ," 4,341 ",  , 198 , 760 ," 10,217 ",2085_SSP126
USA,USA,NAM,milk_loss,  ,  ,  ," 53,604 "," 17,335 "," 93,257 "," 15,654 "," 47,557 "," 227,408 ",2085_SSP126
UZB,Uzbekistan,WANA,milk_loss," 2,290 ",  ," 10,375 "," 8,043 ",  ," 18,330 "," 4,789 ", 166 ," 43,993 ",2085_SSP126
VEN,Venezuela,SAM,milk_loss, 338 ," 3,620 ", 327 , 652 ," 8,181 ", 831 ," 1,846 "," 4,481 "," 20,275 ",2085_SSP126
VNM,Viet Nam,SEA,milk_loss,  , 27 ,  ,  ," 1,537 ", 12 , 19 , 386 ," 1,982 ",2085_SSP126
YEM,Yemen,WANA,milk_loss," 2,055 ",  ,  ," 1,511 ",  ,  , 122 ,  ," 3,688 ",2085_SSP126
ZAF,South Africa,SSA,milk_loss," 2,352 ", 232 , 805 ," 2,009 ", 509 ," 1,261 ", 586 , 461 ," 8,215 ",2085_SSP126
ZMB,Zambia,SSA,milk_loss," 2,349 ", 16 , 15 , 908 ,  , 1 , 39 , 652 ," 3,980 ",2085_SSP126
ZWE,Zimbabwe,SSA,milk_loss," 2,745 ",  , 3 ," 7,017 ", 18 , 291 , 246 , 855 ," 11,175 ",2085_SSP126
AFG,Afghanistan,SA,milk_loss,  ,  ,  ,  ,  ,  ,  ,  ,  ,2045_SSP585
AGO,Angola,SSA,milk_loss," 3,430 ", 641 , 256 , 960 , 62 , 145 , 8 , 481 ," 5,984 ",2045_SSP585
ALB,Albania,EUR,milk_loss, 379 , 540 , 144 , 455 ," 4,826 ", 458 , 657 , 889 ," 8,348 ",2045_SSP585
ARE,UAE,WANA,milk_loss, 99 ,  ,  , 17 ,  ,  , 63 ,  , 179 ,2045_SSP585
ARG,Argentina,SAM,milk_loss," 5,901 "," 9,221 ", 86 ," 1,392 "," 15,630 ", 2 , 986 ," 9,109 "," 42,327 ",2045_SSP585
ARM,Armenia,WANA,milk_loss, 296 ,  , 310 ," 1,449 ",  ," 2,512 ", 288 , 204 ," 5,058 ",2045_SSP585
AUS,Australia,EAP,milk_loss," 24,385 "," 4,345 ", 67 ," 4,135 "," 1,383 ", 96 ," 1,144 "," 5,115 "," 40,671 ",2045_SSP585
AUT,Austria,EUR,milk_loss,  ,  ,  , 11 ,  ," 1,609 ", 707 ," 3,390 "," 5,717 ",2045_SSP585
AZE,Azerbaijan,WANA,milk_loss, 500 ,  , 282 ," 7,240 ", 27 ," 13,880 "," 1,803 "," 1,031 "," 24,763 ",2045_SSP585
BDI,Burundi,SSA,milk_loss,  ,  ,  ,  , 155 , 251 , 6 , 25 , 438 ,2045_SSP585
BEL,Belgium,EUR,milk_loss,  ,  ,  ,  ,  ," 2,292 "," 1,382 ", 580 ," 4,254 ",2045_SSP585
BEN,Benin,SSA,milk_loss, 643 , 213 ,  , 550 , 82 ,  , 5 , 5 ," 1,498 ",2045_SSP585
BFA,Burkina Faso,SSA,milk_loss, 834 , 94 ,  ," 7,886 ", 61 ,  , 132 , 25 ," 9,032 ",2045_SSP585
BGD,Bangladesh,SA,milk_loss,  , 20 ,  ,  ," 19,995 ",  ," 1,352 ", 179 ," 21,546 ",2045_SSP585
BGR,Bulgaria,EUR,milk_loss,  ,  ,  , 322 ,  ," 5,101 ", 275 ," 1,603 "," 7,300 ",2045_SSP585
BIH,Bosnia & Herzogovina,EUR,milk_loss, 7 , 36 , 16 , 203 , 183 ," 1,720 ", 57 , 771 ," 2,992 ",2045_SSP585
BLR,Belarus,EUR,milk_loss,  ,  ," 1,208 ",  ,  ," 13,476 ", 656 ," 7,255 "," 22,594 ",2045_SSP585
BLZ,Belize,CAM,milk_loss,  , 2 ,  ,  , 13 ,  , 2 , 51 , 68 ,2045_SSP585
BOL,Bolivia,SAM,milk_loss, 122 ," 1,050 ", 144 , 97 , 231 , 26 , 24 ," 2,762 "," 4,455 ",2045_SSP585
BRA,Brazil,SAM,milk_loss," 12,685 "," 100,018 "," 1,170 "," 18,254 "," 366,367 "," 3,155 "," 18,872 "," 78,387 "," 598,909 ",2045_SSP585
BRN,Brunei Darussalam,SEA,milk_loss,  ,  ,  ,  ,  ,  ,  , 2 , 3 ,2045_SSP585
BTN,Bhutan,SA,milk_loss, 3 , 2 , 21 , 8 , 392 , 546 , 26 , 319 ," 1,318 ",2045_SSP585
BWA,Botswana,SSA,milk_loss," 3,511 ",  ,  , 928 ,  ,  , 58 , 6 ," 4,504 ",2045_SSP585
CAF,Central African Rep,SSA,milk_loss, 442 ," 2,937 ",  , 6 , 231 ,  , 22 ," 3,730 "," 7,367 ",2045_SSP585
CAN,Canada,NAM,milk_loss,  ,  ,  ,  ,  ," 7,797 ", 781 ," 3,344 "," 11,923 ",2045_SSP585
CHE,Switzerland,EUR,milk_loss, 37 , 146 ," 1,239 ",  ,  , 383 ," 1,206 "," 3,565 "," 6,576 ",2045_SSP585
CHL,Chile,SAM,milk_loss, 833 , 521 , 187 ," 1,439 "," 2,689 ", 10 , 227 ," 2,125 "," 8,032 ",2045_SSP585
CHN,China,EAP,milk_loss, 246 , 64 ," 4,887 "," 4,419 "," 45,891 "," 142,450 "," 18,091 "," 57,347 "," 273,396 ",2045_SSP585
CIV,Cote d'Ivoire,SSA,milk_loss, 104 ," 1,552 ",  , 182 , 692 ,  , 10 , 12 ," 2,552 ",2045_SSP585
CMR,Cameroon,SSA,milk_loss, 137 ," 2,907 ", 96 , 841 , 506 , 349 , 85 ," 1,784 "," 6,705 ",2045_SSP585
COD,Dem Rep of Congo,SSA,milk_loss, 3 , 31 ,  ,  , 45 , 1 , 1 , 120 , 200 ,2045_SSP585
COG,Congo,SSA,milk_loss,  , 26 ,  ,  , 2 ,  ,  , 24 , 53 ,2045_SSP585
COL,Colombia,SAM,milk_loss, 343 ," 16,738 "," 3,272 ", 189 ," 56,905 "," 15,581 "," 3,596 "," 24,522 "," 121,146 ",2045_SSP585
CRI,Costa Rica,CAM,milk_loss,  ,  ,  ,  ," 3,106 ", 21 , 535 ," 7,575 "," 11,237 ",2045_SSP585
CUB,Cuba,CAM,milk_loss,  , 134 ,  ,  ," 5,151 ",  , 372 , 909 ," 6,565 ",2045_SSP585
